Ref,Val,Package,PosX,PosY,Rot,Side
"J20","MIDI_IN_JACK","Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT",27.400000,-20.680000,0.000000,top
"J21","CV2","Pin_D1.0mm_L10.0mm",50.150000,-47.750000,0.000000,top
"J22","GPIO_18","Pin_D1.0mm_L10.0mm",17.930000,-48.200000,0.000000,top
"J23","GPIO_14","Pin_D1.0mm_L10.0mm",25.870000,-59.470000,0.000000,top
"J24","GPIO35","Pin_D1.0mm_L10.0mm",39.020000,-69.950000,0.000000,top
"R1","330","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",16.490000,-97.110000,0.000000,top
"R6","16","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",47.290000,-84.760000,90.000000,top
"R7","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",15.865393,-65.771839,180.000000,top
"R8","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",14.610000,-68.730000,-90.000000,top
"R9","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",43.155001,-85.470001,90.000000,top
"R10","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",40.260000,-84.320000,180.000000,top
"R11","10k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",26.340000,-48.770000,-90.000000,top
"R22","220","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",33.330000,-28.380000,90.000000,top
"R23","220","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",48.400000,-51.330000,90.000000,top
"R31","100k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",27.125393,-69.561839,0.000000,top
"R32","10k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",26.245393,-66.691839,90.000000,top
"R33","10k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",42.235002,-95.880000,0.000000,top
"R34","100k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",39.365001,-96.780002,-90.000000,top
"RV3","100k","PinHeader_1x03_P2.54mm_Vertical",12.490000,-55.190000,0.000000,top
"RV4","100k","PinHeader_1x03_P2.54mm_Vertical",12.480000,-91.930000,0.000000,top
"RV5","100k","PinHeader_2x03_P2.54mm_Vertical",12.600000,-72.630000,0.000000,top
"SW1","SP_MUTE","PinHeader_1x03_P2.54mm_Vertical",50.370000,-76.010000,0.000000,top
"SW3","SW_DIP_x08","DIP-16_W7.62mm_Socket",23.820000,-91.610000,0.000000,top
"SW4","RST","SW_Push_1P1T_NO_6x6mm_H9.5mm",47.500000,-69.210000,180.000000,top
"U1","MCP6002-xMC","SOIC-8_3.9x4.9mm_P1.27mm",49.180000,-34.530000,-90.000000,top
"U2","LM1117-3.3","SOT-223",21.830000,-81.720000,0.000000,top
"U3","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",41.390003,-91.135002,-90.000000,top
"U4","NJM2073S","SIP-9_21.54x3mm_P2.54mm",35.110000,-90.160000,90.000000,top
"U5","PT8211","SOIC-8_3.9x4.9mm_P1.27mm",44.775000,-75.575000,0.000000,top
"U6","4051","SOIC-16_3.9x9.9mm_P1.27mm",43.900000,-104.870000,0.000000,top
"U8","ESP32-S3-WROOM-1","ESP32-S3-WROOM-1",37.400000,-54.430000,0.000000,top
"U9","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",21.505393,-67.531839,0.000000,top
"U11","PC817","DIP-4_W7.62mm",18.720000,-39.945000,0.000000,top
