Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D4,1N5817,D_DO-41_SOD81_P2.54mm_Vertical_AnodeUp,38.350295,-106.170000,-30.000000,top
D5,1N5817,D_DO-41_SOD81_P2.54mm_Vertical_AnodeUp,34.430000,-105.110000,180.000000,top
FB1,120,L_0603_1608Metric,50.011995,-103.113750,-30.000000,top
FB2,600,L_0603_1608Metric,32.236740,-61.416195,40.000000,top
FB3,FerriteBead_Small,L_0603_1608Metric,32.869998,-38.762502,-90.000000,top
FB4,FerriteBead_Small,L_0603_1608Metric,32.889998,-41.795002,90.000000,top
J1,A_MUX_IN,PinHeader_2x04_P2.54mm_Vertical,55.220000,-29.660000,0.000000,top
J2,GPIO36,Pin_D1.0mm_L10.0mm,20.180000,-73.670000,0.000000,top
J3,MIDI_IN_JACK,Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT,34.560000,-17.520000,0.000000,top
J4,MIDI_OUT_JACK,Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT,46.300000,-17.530000,0.000000,top
J5,GPIO15,Pin_D1.0mm_L10.0mm,51.710000,-85.690000,0.000000,top
J6,GPIO16,Pin_D1.0mm_L10.0mm,55.970000,-87.280000,0.000000,top
J9,GPIO37,Pin_D1.0mm_L10.0mm,20.130000,-77.480000,0.000000,top
J10,MUXA,Pin_D1.0mm_L10.0mm,43.620000,-66.350000,0.000000,top
J11,MUXB,Pin_D1.0mm_L10.0mm,46.755000,-66.350000,0.000000,top
J12,MUXC,Pin_D1.0mm_L10.0mm,49.890000,-66.350000,0.000000,top
J13,+3v3 Conn,PinHeader_1x03_P2.54mm_Vertical,19.750000,-81.040000,0.000000,top
J14,GND_Conn,PinHeader_1x03_P2.54mm_Vertical,28.210000,-87.180000,0.000000,top
J15,SDA,Pin_D1.0mm_L10.0mm,37.380000,-70.630000,0.000000,top
J16,TOUCH_IN,PinHeader_2x04_P2.54mm_Vertical,57.640000,-82.390000,180.000000,top
J17,GPIO13,Pin_D1.0mm_L10.0mm,44.100000,-70.290000,0.000000,top
J18,GPIO_18,Pin_D1.0mm_L10.0mm,51.860000,-71.960000,0.000000,top
J19,SCL,Pin_D1.0mm_L10.0mm,40.480000,-70.060000,0.000000,top
J20,CV1,Pin_D1.0mm_L10.0mm,26.130000,-98.750000,0.000000,top
J21,CV2,Pin_D1.0mm_L10.0mm,41.260000,-104.220000,0.000000,top
J22,USB_B_Micro,USB_Micro-B_Molex-105017-0001,44.029999,-112.094500,0.000000,top
J23,MIC_IN,Pin_D1.0mm_L10.0mm,28.380000,-73.080000,180.000000,top
J24,LINE_IN,PinHeader_1x02_P2.54mm_Vertical,19.820000,-58.520000,90.000000,top
J25,VIN,Pin_D1.0mm_L10.0mm,28.670000,-103.300000,0.000000,top
J26,LINE_OUT,Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT,22.300000,-17.485000,0.000000,top
J27,SP_OUT,PinHeader_1x02_P2.54mm_Vertical,35.470000,-39.930000,0.000000,top
J37,R_LINE_OUT,Pin_D1.0mm_L10.0mm,25.520000,-52.540000,0.000000,top
J38,L_LINE_OUT,Pin_D1.0mm_L10.0mm,26.450000,-49.460000,0.000000,top
J39,LINE_IN_JACK,Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT,22.540000,-114.160000,180.000000,top
J40,REG_IN,Pin_D1.0mm_L10.0mm,28.640000,-106.400000,0.000000,top
Q1,DMG2301L,SOT-23,46.999355,-101.304302,-30.000000,top
R1,330,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,26.352500,-70.720000,0.000000,top
R2,47,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.669999,-25.267501,90.000000,top
R4,330,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,24.620000,-83.860000,0.000000,top
R5,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,50.710000,-97.220000,90.000000,top
R8,47,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,52.780000,-25.740000,180.000000,top
R10,220,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.730001,-20.875003,90.000000,top
R15,220,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.630000,-28.630000,-90.000000,top
R16,???,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,35.257500,-54.900000,0.000000,top
R17,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,28.329999,-96.342499,90.000000,top
R18,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,39.269999,-96.692499,-90.000000,top
R19,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.039999,-96.702499,-90.000000,top
R20,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.237497,-102.615000,180.000000,top
R21,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,36.990000,-67.130000,90.000000,top
R22,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.060000,-76.392497,-90.000000,top
R23,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.569999,-67.437501,90.000000,top
R24,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,25.390000,-64.777503,-90.000000,top
R25,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.769015,-69.413456,40.000000,top
R26,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.485000,-52.495001,90.000000,top
R27,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.747501,-49.969999,0.000000,top
R28,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.660000,-46.862497,-90.000000,top
R29,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,33.564999,-52.470000,90.000000,top
R30,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,35.840001,-49.482499,90.000000,top
R31,???,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,28.829999,-47.447501,90.000000,top
RV1,100k,PinHeader_1x03_P2.54mm_Vertical,22.540003,-41.299999,180.000000,top
RV2,100k,PinHeader_1x03_P2.54mm_Vertical,22.640000,-95.310000,180.000000,top
RV3,100k,PinHeader_1x03_P2.54mm_Vertical,22.690000,-68.810000,180.000000,top
SW1,SW_DIP_x01,SINGLE_DIP_SWITCH,40.800000,-48.700000,90.000000,top
SW2,SW_DIP_x01,SINGLE_DIP_SWITCH,40.800000,-55.100000,90.000000,top
SW3,SW_DIP_x01,SINGLE_DIP_SWITCH,40.800000,-61.500000,90.000000,top
SW4,SW_DIP_x01,SINGLE_DIP_SWITCH,40.800000,-42.300000,90.000000,top
SW5,SW_DIP_x01,SINGLE_DIP_SWITCH,51.700000,-61.500000,90.000000,top
SW6,SW_DIP_x01,SINGLE_DIP_SWITCH,51.700000,-55.100000,90.000000,top
SW7,SW_DIP_x01,SINGLE_DIP_SWITCH,51.700000,-48.700000,90.000000,top
SW8,SW_DIP_x01,SINGLE_DIP_SWITCH,51.700000,-42.300000,90.000000,top
SW9,RST,SW_Tactile_SPST_NO_Straight_CK_PTS636Sx25SMTRLFS,54.810000,-94.670000,180.000000,top
SW10,BOOT,SW_Tactile_SPST_NO_Straight_CK_PTS636Sx25SMTRLFS,54.815001,-99.810000,0.000000,top
SW11,SW_SPST,SW_Slide_SPDT_Straight_CK_OS102011MS2Q,20.740000,-53.040000,90.000000,top
U1,4051,SOIC-16_3.9x9.9mm_P1.27mm,44.944999,-34.959998,90.000000,top
U2,PC817,DIP-4_W7.62mm,30.900001,-32.460000,0.000000,top
U3,ESP32-S3-WROOM-1,ESP32-S3-WROOM-1U,40.089997,-84.000002,180.000000,top
U5,MCP6002-xSN,SOIC-8_3.9x4.9mm_P1.27mm,34.640000,-99.120000,0.000000,top
U6,~,SOT-23,35.819999,-60.910000,0.000000,top
U7,TLV75733PDRV,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,47.637503,-108.229998,0.000000,top
U8,SGTL5000XNLA3,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,32.886533,-67.015122,-140.000000,top
U9,PAM8302AAD,MSOP-8_3x3mm_P0.65mm,33.274999,-47.552500,90.000000,top
