Ref,Val,Package,PosX,PosY,Rot,Side
"J18","MIDI_OUT_JACK","Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT",39.140000,-20.690000,0.000000,top
"J19","CV1","Pin_D1.0mm_L10.0mm",50.230000,-44.430000,0.000000,top
"J20","MIDI_IN_JACK","Jack_3.5mm_CUI_SJ1-3535NG_Horizontal_NO_FRONT",27.400000,-20.680000,0.000000,top
"J21","CV2","Pin_D1.0mm_L10.0mm",50.150000,-47.750000,0.000000,top
"J22","GPIO_18","Pin_D1.0mm_L10.0mm",17.930000,-48.200000,0.000000,top
"J23","GPIO_14","Pin_D1.0mm_L10.0mm",25.870000,-59.470000,0.000000,top
"J24","GPIO35","Pin_D1.0mm_L10.0mm",39.020000,-69.950000,0.000000,top
"R1","330","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",15.457500,-90.690000,0.000000,top
"R6","16","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",47.290000,-84.760000,90.000000,top
"R7","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",43.017501,-83.500001,180.000000,top
"R8","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",40.270000,-84.400000,-90.000000,top
"R9","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",49.337502,-97.875001,0.000000,top
"R10","7k5","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",47.394499,-96.266001,180.000000,top
"R11","10k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",26.340000,-48.770000,-90.000000,top
"R22","220","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",33.330000,-28.380000,90.000000,top
"R23","220","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",48.400000,-51.330000,90.000000,top
"R31","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",22.514999,-67.332495,90.000000,top
"R32","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",20.940000,-64.040000,0.000000,top
"R33","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",13.670000,-79.232503,0.000000,top
"R34","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",14.609998,-76.780001,-90.000000,top
"R35","50k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",39.220000,-76.190000,-90.000000,top
"R36","50k","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",38.860985,-72.743458,140.000000,top
"R37","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",20.994999,-67.327499,-90.000000,top
"R38","100","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",24.987501,-66.630001,0.000000,top
"R39","68","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",24.967496,-68.219998,180.000000,top
"R40","1000","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",13.090000,-76.792500,90.000000,top
"R41","100","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",16.139998,-78.305002,-90.000000,top
"R42","68","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",17.052500,-75.862502,180.000000,top
"RV3","100k","PinHeader_1x03_P2.54mm_Vertical",15.380003,-44.459999,180.000000,top
"RV4","100k","PinHeader_1x03_P2.54mm_Vertical",15.480000,-98.470000,180.000000,top
"RV5","100k","Dual_Green_Pot",15.530000,-66.930000,0.000000,top
"SW1","SP_MUTE","PinHeader_1x03_P2.54mm_Vertical",50.360000,-77.350000,0.000000,top
"SW3","SW_DIP_x08","DIP-16_W7.62mm_Socket",23.820000,-91.610000,0.000000,top
"SW4","RST","SW_Push_1P1T_NO_6x6mm_H9.5mm",47.500000,-69.210000,180.000000,top
"U1","MCP6002-xMC","SOIC-8_3.9x4.9mm_P1.27mm",49.180000,-34.530000,-90.000000,top
"U2","LM1117-3.3","SOT-223",21.830000,-81.720000,0.000000,top
"U3","MCP6002-xSN","SOIC-8_3.9x4.9mm_P1.27mm",42.195000,-91.380000,-90.000000,top
"U4","NJM2073S","SIP-9_21.54x3mm_P2.54mm",35.110000,-90.160000,90.000000,top
"U5","PT8211","SOIC-8_3.9x4.9mm_P1.27mm",44.775000,-75.575000,0.000000,top
"U6","4051","SOIC-16_3.9x9.9mm_P1.27mm",39.445000,-105.165000,0.000000,top
"U8","ESP32-S3-WROOM-1","ESP32-S3-WROOM-1",37.400000,-54.430000,0.000000,top
"U9","NE5532","SOIC-8_3.9x4.9mm_P1.27mm",23.164998,-72.884997,-90.000000,top
"U11","PC817","DIP-4_W7.62mm",18.720000,-39.945000,0.000000,top
