Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
FB3,FerriteBead_Small,L_0603_1608Metric,32.869998,-38.762502,-90.000000,top
FB4,FerriteBead_Small,L_0603_1608Metric,32.889998,-41.795002,90.000000,top
J22,USB_B_Micro,USB_Micro-B_Molex-105017-0001,44.029999,-112.094500,0.000000,top
Q1,DMG2301L,SOT-23,46.999355,-101.304302,-30.000000,top
R1,330,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,26.352500,-70.720000,0.000000,top
R2,47,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.669999,-25.267501,90.000000,top
R4,330,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,24.620000,-83.860000,0.000000,top
R5,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,50.710000,-97.220000,90.000000,top
R8,47,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,52.780000,-25.740000,180.000000,top
R10,220,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.730001,-20.875003,90.000000,top
R15,220,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,40.630000,-28.630000,-90.000000,top
R16,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,41.190000,-67.510000,-40.000000,top
R17,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,28.329999,-96.342499,90.000000,top
R18,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,39.269999,-96.692499,-90.000000,top
R19,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.039999,-96.702499,-90.000000,top
R20,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.237497,-102.615000,180.000000,top
R21,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,36.990000,-67.130000,90.000000,top
R22,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.060000,-76.392497,-90.000000,top
R23,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,38.569999,-67.437501,90.000000,top
R24,2k2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,25.390000,-64.777503,-90.000000,top
R25,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.769015,-69.413456,40.000000,top
R26,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.485000,-52.495001,90.000000,top
R27,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,29.747501,-49.969999,0.000000,top
R28,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,30.660000,-46.862497,-90.000000,top
R29,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,33.564999,-52.470000,90.000000,top
R30,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,47.737502,-106.159999,0.000000,top
U1,4051,SOIC-16_3.9x9.9mm_P1.27mm,44.944999,-34.959998,90.000000,top
U2,PC817,DIP-4_W7.62mm,30.900001,-32.460000,0.000000,top
U3,ESP32-S3-WROOM-1,ESP32-S3-WROOM-1U,40.089997,-84.000002,180.000000,top
U5,MCP6002-xSN,SOIC-8_3.9x4.9mm_P1.27mm,34.640000,-99.120000,0.000000,top
U6,~,SOT-23,35.819999,-60.910000,0.000000,top
U7,TLV75733PDRV,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,47.637503,-108.229998,0.000000,top
U8,SGTL5000XNLA3,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,32.886533,-67.015122,-140.000000,top
U9,PAM8302AAD,MSOP-8_3x3mm_P0.65mm,33.274999,-47.552500,90.000000,top
